resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult
"iu-india","	","eucalyptus-create-publicvm","3630107","3630106","3440365","2011-07-14T03:06:04.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.401778 s ping 30.003202 s ssh 30.148021 s destroy 0.167658 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3636358","3636357","3440365","2011-07-15T03:06:03.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.371069 s ping 30.002266 s ssh 30.144865 s destroy 0.166802 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3642582","3642581","3440365","2011-07-16T03:05:33.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 272.10619 s ping 30.002416 s ssh 30.143514 s destroy 0.171483 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3648830","3648829","3440365","2011-07-17T03:06:04.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.251682 s ping 30.003143 s ssh 30.153849 s destroy 0.164859 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3655068","3655067","3440365","2011-07-18T03:06:33.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 332.37129 s ping 30.002582 s ssh 30.147683 s destroy 0.146827 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3661383","3661382","3440365","2011-07-19T03:06:04.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.330239 s ping 30.002235 s ssh 30.143682 s destroy 0.16753 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3667659","3667658","3440365","2011-07-20T03:06:34.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 332.597448 s ping 30.001787 s ssh 30.398992 s destroy 0.164105 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3673923","3673922","3440365","2011-07-21T03:05:33.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 272.010141 s ping 30.002481 s ssh 30.141579 s destroy 0.152792 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3680209","3680208","3440365","2011-07-22T03:05:33.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 272.124717 s ping 30.002466 s ssh 30.141999 s destroy 0.166148 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3686500","3686499","3440365","2011-07-23T03:06:34.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 332.495892 s ping 30.0022 s ssh 30.141038 s destroy 0.175799 s","Success"
